UNIQUE_ID,CRASH_DATE,CRASH_TIME,PERSON_AGE,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PED_ROLE,PED_ACTION,PERSON_INJURY
11581404,52.0,5.0,25.0,12.0,7.0,M,3.0,3.0,39.0,2.0,8.0,3.0,39.0,10.0,4.0,16.0,Injured
11545289,52.0,5.0,56.0,10.0,7.0,M,1.0,3.0,39.0,2.0,16.0,7.0,39.0,10.0,4.0,16.0,Injured
11540127,52.0,5.0,22.0,12.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539875,52.0,5.0,22.0,7.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539387,52.0,5.0,67.0,10.0,8.0,M,2.0,2.0,38.0,3.0,16.0,7.0,38.0,9.0,2.0,15.0,Injured
11539869,52.0,5.0,41.0,8.0,5.0,F,3.0,3.0,39.0,4.0,15.0,7.0,39.0,10.0,4.0,16.0,Injured
11541132,52.0,5.0,33.0,10.0,7.0,M,1.0,3.0,39.0,1.0,16.0,7.0,39.0,10.0,4.0,16.0,Injured
11539824,52.0,5.0,55.0,6.0,7.0,M,1.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539873,52.0,5.0,23.0,6.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,8.0,3.0,16.0,Injured
11744565,52.0,5.0,63.0,7.0,8.0,F,2.0,2.0,38.0,3.0,18.0,7.0,38.0,9.0,2.0,15.0,Injured
11540010,52.0,5.0,48.0,7.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,8.0,3.0,16.0,Injured
11539889,52.0,5.0,63.0,10.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539269,52.0,5.0,31.0,11.0,5.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539892,52.0,5.0,47.0,12.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,7.0,3.0,16.0,Injured
11539756,52.0,5.0,59.0,13.0,8.0,M,2.0,1.0,38.0,3.0,18.0,7.0,38.0,9.0,2.0,14.0,Injured
11540007,52.0,5.0,32.0,6.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,8.0,3.0,16.0,Injured
11540358,52.0,5.0,24.0,12.0,7.0,M,1.0,3.0,39.0,4.0,17.0,7.0,39.0,10.0,4.0,16.0,Injured
11539265,52.0,5.0,49.0,11.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539757,52.0,5.0,51.0,5.0,8.0,F,2.0,1.0,38.0,3.0,18.0,7.0,38.0,9.0,2.0,14.0,Injured
11539893,52.0,5.0,69.0,10.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,6.0,3.0,16.0,Injured
11540006,52.0,5.0,56.0,6.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11550391,52.0,5.0,22.0,9.0,8.0,F,3.0,3.0,39.0,4.0,15.0,7.0,39.0,8.0,3.0,16.0,Injured
