UNIQUE_ID,PERSON_AGE,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PED_ROLE,PED_ACTION,PERSON_INJURY
12012021,10.0,9.0,0.0,0,1.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11887373,18.0,10.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11802706,59.0,8.0,9.0,1,2.0,1.0,0.0,3.0,30.0,5.0,0.0,8.0,3.0,-1.0,Injured
11860976,40.0,9.0,-10.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,8.0,3.0,-1.0,Injured
11946133,28.0,9.0,0.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11859051,32.0,5.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11541918,24.0,10.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11996932,51.0,6.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11776927,28.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11851043,17.0,6.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,5.0,0.0,10.0,5.0,-1.0,Injured
11579692,28.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11607263,60.0,9.0,-10.0,0,3.0,5.0,35.0,0.0,20.0,3.0,39.0,-10.0,4.0,0.0,Injured
11972622,82.0,8.0,9.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,8.0,3.0,-1.0,Injured
11795473,56.0,9.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11753990,37.0,5.0,-10.0,0,3.0,5.0,10.0,0.0,0.0,3.0,10.0,-10.0,4.0,4.0,Injured
11889988,28.0,8.0,-10.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11907054,32.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11766320,35.0,3.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11554180,28.0,10.0,8.0,0,2.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11787518,46.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11561833,23.0,3.0,10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11808210,20.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11956931,63.0,10.0,-10.0,1,3.0,3.0,10.0,0.0,20.0,1.0,10.0,-10.0,4.0,3.0,Injured
11946221,75.0,10.0,20.0,0,3.0,4.0,10.0,3.0,20.0,3.0,10.0,-10.0,4.0,9.0,Injured
11589260,33.0,7.0,0.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11762229,28.0,5.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11792800,32.0,3.0,8.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11878024,48.0,5.0,-10.0,1,3.0,3.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,3.0,Injured
11879357,55.0,8.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11564224,48.0,3.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
12027862,15.0,8.0,9.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,8.0,3.0,-1.0,Injured
11913649,52.0,3.0,0.0,0,1.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12006282,32.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11793188,44.0,4.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,1.0,0.0,8.0,3.0,-1.0,Injured
11947968,27.0,3.0,7.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11880454,62.0,3.0,-10.0,1,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,10.0,Injured
12010803,70.0,10.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,7.0,10.0,-10.0,4.0,10.0,Injured
11540174,35.0,3.0,-10.0,1,3.0,4.0,10.0,0.0,20.0,3.0,27.0,-10.0,4.0,9.0,Injured
12015636,33.0,10.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11861944,36.0,9.0,-10.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11965915,20.0,7.0,0.0,0,2.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11956930,16.0,3.0,-10.0,1,3.0,3.0,10.0,0.0,20.0,1.0,10.0,-10.0,4.0,3.0,Injured
11590709,23.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11766629,32.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11893271,22.0,3.0,0.0,0,4.0,1.0,0.0,3.0,20.0,3.0,0.0,7.0,5.0,-1.0,Injured
11924274,42.0,6.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11966065,25.0,5.0,20.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11544949,60.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11931978,56.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11575671,69.0,9.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12024117,33.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11919606,38.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11817589,30.0,5.0,-10.0,0,4.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11999206,26.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11853786,39.0,9.0,9.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11974430,26.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11789172,36.0,10.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11543376,24.0,7.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11949026,44.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12024460,33.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11825139,65.0,10.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,27.0,-10.0,4.0,9.0,Injured
11897767,49.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11783558,34.0,8.0,9.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11841461,31.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11598878,19.0,4.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11999654,24.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11782422,65.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11911904,25.0,7.0,10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11909796,48.0,8.0,9.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,8.0,3.0,-1.0,Injured
11882379,23.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
